[run number],number-of-nodes,initial-outbreak-size,average-prob-detect,recovery-chance,[step],count turtles,clustering-coefficient,average-path-length,count turtles with [not spreaders? and not cencored?],count turtles with [spreaders?],count turtles with [cencored?],count turtles with [untouched?]
148,250,63,0.95,8,5,250,0.3896,7.320128514,72,0,178,46
149,250,63,0.95,8,0,250,0.366933333,6.356915663,187,63,0,187
149,250,63,0.95,8,1,250,0.366933333,6.356915663,87,62,101,76
149,250,63,0.95,8,2,250,0.366933333,6.356915663,67,41,142,57
149,250,63,0.95,8,3,250,0.366933333,6.356915663,62,22,166,47
149,250,63,0.95,8,4,250,0.366933333,6.356915663,56,14,180,43
149,250,63,0.95,8,5,250,0.366933333,6.356915663,52,6,192,38
149,250,63,0.95,8,6,250,0.366933333,6.356915663,52,4,194,38
149,250,63,0.95,8,7,250,0.366933333,6.356915663,52,3,195,38
149,250,63,0.95,8,8,250,0.366933333,6.356915663,52,2,196,38
149,250,63,0.95,8,9,250,0.366933333,6.356915663,52,2,196,38
149,250,63,0.95,8,10,250,0.366933333,6.356915663,52,2,196,38
149,250,63,0.95,8,11,250,0.366933333,6.356915663,52,1,197,38
149,250,63,0.95,8,12,250,0.366933333,6.356915663,52,1,197,38
149,250,63,0.95,8,13,250,0.366933333,6.356915663,52,1,197,38
149,250,63,0.95,8,14,250,0.366933333,6.356915663,52,1,197,38
149,250,63,0.95,8,15,250,0.366933333,6.356915663,52,0,198,38
147,250,63,0.95,8,0,250,0.3236,5.934200803,187,63,0,187
147,250,63,0.95,8,1,250,0.3236,5.934200803,64,44,142,51
147,250,63,0.95,8,2,250,0.3236,5.934200803,50,23,177,37
147,250,63,0.95,8,3,250,0.3236,5.934200803,48,11,191,35
147,250,63,0.95,8,4,250,0.3236,5.934200803,46,6,198,34
147,250,63,0.95,8,5,250,0.3236,5.934200803,46,1,203,34
147,250,63,0.95,8,6,250,0.3236,5.934200803,46,0,204,34
150,250,63,0.95,8,0,250,0.387866667,6.584417671,187,63,0,187
150,250,63,0.95,8,1,250,0.387866667,6.584417671,76,64,110,60
150,250,63,0.95,8,2,250,0.387866667,6.584417671,48,34,168,32
150,250,63,0.95,8,3,250,0.387866667,6.584417671,43,16,191,30
150,250,63,0.95,8,4,250,0.387866667,6.584417671,44,7,199,30
150,250,63,0.95,8,5,250,0.387866667,6.584417671,43,5,202,29
150,250,63,0.95,8,6,250,0.387866667,6.584417671,43,3,204,29
150,250,63,0.95,8,7,250,0.387866667,6.584417671,43,2,205,29
150,250,63,0.95,8,8,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,9,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,10,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,11,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,12,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,13,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,14,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,15,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,16,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,17,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,18,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,19,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,20,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,21,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,22,250,0.387866667,6.584417671,43,1,206,29
150,250,63,0.95,8,23,250,0.387866667,6.584417671,43,0,207,29
151,250,63,0.95,8,0,250,0.3648,6.354281124,187,63,0,187
151,250,63,0.95,8,1,250,0.3648,6.354281124,77,60,113,62
151,250,63,0.95,8,2,250,0.3648,6.354281124,67,26,157,52
151,250,63,0.95,8,3,250,0.3648,6.354281124,63,12,175,51
151,250,63,0.95,8,4,250,0.3648,6.354281124,67,2,181,51
151,250,63,0.95,8,5,250,0.3648,6.354281124,67,2,181,51
151,250,63,0.95,8,6,250,0.3648,6.354281124,68,1,181,51
151,250,63,0.95,8,7,250,0.3648,6.354281124,68,1,181,51
151,250,63,0.95,8,8,250,0.3648,6.354281124,68,1,181,51
151,250,63,0.95,8,9,250,0.3648,6.354281124,68,0,182,51
153,250,63,0.95,8,0,250,0.362304762,6.599582329,187,63,0,187
153,250,63,0.95,8,1,250,0.362304762,6.599582329,68,59,123,55
153,250,63,0.95,8,2,250,0.362304762,6.599582329,50,28,172,36
153,250,63,0.95,8,3,250,0.362304762,6.599582329,50,14,186,34
153,250,63,0.95,8,4,250,0.362304762,6.599582329,49,7,194,34
153,250,63,0.95,8,5,250,0.362304762,6.599582329,48,5,197,34
153,250,63,0.95,8,6,250,0.362304762,6.599582329,48,3,199,34
153,250,63,0.95,8,7,250,0.362304762,6.599582329,48,3,199,34
153,250,63,0.95,8,8,250,0.362304762,6.599582329,48,1,201,34
153,250,63,0.95,8,9,250,0.362304762,6.599582329,47,0,203,33
152,250,63,0.95,8,0,250,0.395066667,6.70053012,187,63,0,187
152,250,63,0.95,8,1,250,0.395066667,6.70053012,96,44,110,76
152,250,63,0.95,8,2,250,0.395066667,6.70053012,68,31,151,52
152,250,63,0.95,8,3,250,0.395066667,6.70053012,53,21,176,39
152,250,63,0.95,8,4,250,0.395066667,6.70053012,54,11,185,36
152,250,63,0.95,8,5,250,0.395066667,6.70053012,54,2,194,36
152,250,63,0.95,8,6,250,0.395066667,6.70053012,54,1,195,36
152,250,63,0.95,8,7,250,0.395066667,6.70053012,55,0,195,36
154,250,63,0.95,8,0,250,0.3688,6.72215261,187,63,0,187
154,250,63,0.95,8,1,250,0.3688,6.72215261,77,61,112,58
154,250,63,0.95,8,2,250,0.3688,6.72215261,62,27,161,43
154,250,63,0.95,8,3,250,0.3688,6.72215261,60,9,181,40
154,250,63,0.95,8,4,250,0.3688,6.72215261,57,6,187,39
154,250,63,0.95,8,5,250,0.3688,6.72215261,57,5,188,38
154,250,63,0.95,8,6,250,0.3688,6.72215261,56,4,190,37
154,250,63,0.95,8,7,250,0.3688,6.72215261,56,2,192,37
154,250,63,0.95,8,8,250,0.3688,6.72215261,56,0,194,37
155,250,63,0.95,8,0,250,0.3712,6.494200803,187,63,0,187
155,250,63,0.95,8,1,250,0.3712,6.494200803,71,59,120,62
155,250,63,0.95,8,2,250,0.3712,6.494200803,52,22,176,41
155,250,63,0.95,8,3,250,0.3712,6.494200803,49,15,186,37
155,250,63,0.95,8,4,250,0.3712,6.494200803,50,9,191,37
155,250,63,0.95,8,5,250,0.3712,6.494200803,50,3,197,37
155,250,63,0.95,8,6,250,0.3712,6.494200803,50,1,199,37
155,250,63,0.95,8,7,250,0.3712,6.494200803,50,1,199,37
155,250,63,0.95,8,8,250,0.3712,6.494200803,50,1,199,37
155,250,63,0.95,8,9,250,0.3712,6.494200803,51,0,199,37
157,250,63,0.95,8,0,250,0.3864,6.783871486,187,63,0,187
157,250,63,0.95,8,1,250,0.3864,6.783871486,75,56,119,62
157,250,63,0.95,8,2,250,0.3864,6.783871486,63,32,155,44
157,250,63,0.95,8,3,250,0.3864,6.783871486,58,17,175,38
157,250,63,0.95,8,4,250,0.3864,6.783871486,56,8,186,34
157,250,63,0.95,8,5,250,0.3864,6.783871486,56,4,190,34
157,250,63,0.95,8,6,250,0.3864,6.783871486,56,2,192,34
157,250,63,0.95,8,7,250,0.3864,6.783871486,55,2,193,34
157,250,63,0.95,8,8,250,0.3864,6.783871486,55,1,194,34
157,250,63,0.95,8,9,250,0.3864,6.783871486,55,1,194,34
157,250,63,0.95,8,10,250,0.3864,6.783871486,55,1,194,34
157,250,63,0.95,8,11,250,0.3864,6.783871486,55,0,195,34
156,250,63,0.95,8,0,250,0.408171429,6.994923695,187,63,0,187
156,250,63,0.95,8,1,250,0.408171429,6.994923695,83,53,114,72
156,250,63,0.95,8,2,250,0.408171429,6.994923695,72,23,155,61
156,250,63,0.95,8,3,250,0.408171429,6.994923695,74,4,172,59
156,250,63,0.95,8,4,250,0.408171429,6.994923695,74,2,174,59
156,250,63,0.95,8,5,250,0.408171429,6.994923695,74,1,175,59
156,250,63,0.95,8,6,250,0.408171429,6.994923695,74,1,175,59
156,250,63,0.95,8,7,250,0.408171429,6.994923695,74,1,175,59
156,250,63,0.95,8,8,250,0.408171429,6.994923695,74,1,175,59
156,250,63,0.95,8,9,250,0.408171429,6.994923695,75,0,175,59
158,250,63,0.95,8,0,250,0.340038095,6.111839357,187,63,0,187
158,250,63,0.95,8,1,250,0.340038095,6.111839357,65,57,128,53
158,250,63,0.95,8,2,250,0.340038095,6.111839357,48,31,171,39
158,250,63,0.95,8,3,250,0.340038095,6.111839357,45,14,191,34
158,250,63,0.95,8,4,250,0.340038095,6.111839357,46,6,198,32
158,250,63,0.95,8,5,250,0.340038095,6.111839357,43,4,203,30
158,250,63,0.95,8,6,250,0.340038095,6.111839357,43,2,205,30
158,250,63,0.95,8,7,250,0.340038095,6.111839357,43,1,206,30
158,250,63,0.95,8,8,250,0.340038095,6.111839357,44,0,206,30
159,250,63,0.95,8,0,250,0.382533333,6.98939759,187,63,0,187
159,250,63,0.95,8,1,250,0.382533333,6.98939759,51,48,151,39
159,250,63,0.95,8,2,250,0.382533333,6.98939759,38,27,185,25
159,250,63,0.95,8,3,250,0.382533333,6.98939759,37,11,202,25
159,250,63,0.95,8,4,250,0.382533333,6.98939759,36,4,210,24
159,250,63,0.95,8,5,250,0.382533333,6.98939759,36,1,213,24
159,250,63,0.95,8,6,250,0.382533333,6.98939759,36,0,214,24
161,250,63,0.95,8,0,250,0.377314286,6.737477912,187,63,0,187
161,250,63,0.95,8,1,250,0.377314286,6.737477912,66,67,117,50
161,250,63,0.95,8,2,250,0.377314286,6.737477912,42,39,169,28
161,250,63,0.95,8,3,250,0.377314286,6.737477912,39,17,194,25
161,250,63,0.95,8,4,250,0.377314286,6.737477912,38,9,203,25
161,250,63,0.95,8,5,250,0.377314286,6.737477912,37,6,207,25
161,250,63,0.95,8,6,250,0.377314286,6.737477912,37,3,210,25
161,250,63,0.95,8,7,250,0.377314286,6.737477912,37,1,212,25
161,250,63,0.95,8,8,250,0.377314286,6.737477912,37,1,212,25
161,250,63,0.95,8,9,250,0.377314286,6.737477912,37,1,212,25
161,250,63,0.95,8,10,250,0.377314286,6.737477912,37,1,212,25
161,250,63,0.95,8,11,250,0.377314286,6.737477912,37,0,213,25
162,250,63,0.95,8,0,250,0.3968,7.06788755,187,63,0,187
162,250,63,0.95,8,1,250,0.3968,7.06788755,80,54,116,69
162,250,63,0.95,8,2,250,0.3968,7.06788755,63,28,159,50
162,250,63,0.95,8,3,250,0.3968,7.06788755,59,14,177,44
162,250,63,0.95,8,4,250,0.3968,7.06788755,55,11,184,41
162,250,63,0.95,8,5,250,0.3968,7.06788755,53,6,191,39
162,250,63,0.95,8,6,250,0.3968,7.06788755,54,4,192,39
162,250,63,0.95,8,7,250,0.3968,7.06788755,52,5,193,37
162,250,63,0.95,8,8,250,0.3968,7.06788755,54,2,194,37
162,250,63,0.95,8,9,250,0.3968,7.06788755,55,1,194,37
162,250,63,0.95,8,10,250,0.3968,7.06788755,55,1,194,37
162,250,63,0.95,8,11,250,0.3968,7.06788755,55,0,195,37
160,250,63,0.95,8,0,250,0.351333333,6.447453815,187,63,0,187
160,250,63,0.95,8,1,250,0.351333333,6.447453815,77,62,111,63
160,250,63,0.95,8,2,250,0.351333333,6.447453815,70,16,164,51
160,250,63,0.95,8,3,250,0.351333333,6.447453815,65,13,172,50
160,250,63,0.95,8,4,250,0.351333333,6.447453815,60,7,183,43
160,250,63,0.95,8,5,250,0.351333333,6.447453815,55,5,190,39
160,250,63,0.95,8,6,250,0.351333333,6.447453815,55,3,192,39
160,250,63,0.95,8,7,250,0.351333333,6.447453815,54,1,195,39
160,250,63,0.95,8,8,250,0.351333333,6.447453815,54,1,195,39
160,250,63,0.95,8,9,250,0.351333333,6.447453815,54,0,196,39
163,250,63,0.95,8,0,250,0.355980952,6.283180723,187,63,0,187
163,250,63,0.95,8,1,250,0.355980952,6.283180723,80,52,118,68
163,250,63,0.95,8,2,250,0.355980952,6.283180723,49,25,176,37
163,250,63,0.95,8,3,250,0.355980952,6.283180723,49,17,184,34
163,250,63,0.95,8,4,250,0.355980952,6.283180723,49,12,189,33
163,250,63,0.95,8,5,250,0.355980952,6.283180723,49,5,196,33
163,250,63,0.95,8,6,250,0.355980952,6.283180723,50,3,197,33
163,250,63,0.95,8,7,250,0.355980952,6.283180723,51,2,197,33
163,250,63,0.95,8,8,250,0.355980952,6.283180723,51,0,199,33
164,250,63,0.95,8,0,250,0.352133333,6.309718876,187,63,0,187
164,250,63,0.95,8,1,250,0.352133333,6.309718876,65,41,144,50
164,250,63,0.95,8,2,250,0.352133333,6.309718876,55,13,182,38
164,250,63,0.95,8,3,250,0.352133333,6.309718876,53,5,192,36
164,250,63,0.95,8,4,250,0.352133333,6.309718876,48,3,199,32
164,250,63,0.95,8,5,250,0.352133333,6.309718876,47,2,201,32
164,250,63,0.95,8,6,250,0.352133333,6.309718876,48,0,202,32
166,250,63,0.95,8,0,250,0.377580952,6.320353414,187,63,0,187
166,250,63,0.95,8,1,250,0.377580952,6.320353414,77,54,119,56
166,250,63,0.95,8,2,250,0.377580952,6.320353414,61,25,164,42
166,250,63,0.95,8,3,250,0.377580952,6.320353414,61,13,176,42
166,250,63,0.95,8,4,250,0.377580952,6.320353414,55,7,188,36
166,250,63,0.95,8,5,250,0.377580952,6.320353414,55,5,190,35
166,250,63,0.95,8,6,250,0.377580952,6.320353414,56,2,192,35
166,250,63,0.95,8,7,250,0.377580952,6.320353414,56,0,194,35
165,250,63,0.95,8,0,250,0.382133333,6.339341365,187,63,0,187
165,250,63,0.95,8,1,250,0.382133333,6.339341365,74,61,115,61
165,250,63,0.95,8,2,250,0.382133333,6.339341365,65,25,160,49
165,250,63,0.95,8,3,250,0.382133333,6.339341365,60,13,177,46
165,250,63,0.95,8,4,250,0.382133333,6.339341365,58,6,186,44
165,250,63,0.95,8,5,250,0.382133333,6.339341365,58,2,190,44
165,250,63,0.95,8,6,250,0.382133333,6.339341365,58,1,191,44
165,250,63,0.95,8,7,250,0.382133333,6.339341365,58,0,192,44
167,250,63,0.95,8,0,250,0.372133333,6.626666667,187,63,0,187
167,250,63,0.95,8,1,250,0.372133333,6.626666667,78,59,113,54
167,250,63,0.95,8,2,250,0.372133333,6.626666667,58,22,170,35
167,250,63,0.95,8,3,250,0.372133333,6.626666667,57,6,187,33
167,250,63,0.95,8,4,250,0.372133333,6.626666667,58,2,190,33
167,250,63,0.95,8,5,250,0.372133333,6.626666667,58,2,190,33
167,250,63,0.95,8,6,250,0.372133333,6.626666667,58,1,191,33
167,250,63,0.95,8,7,250,0.372133333,6.626666667,58,0,192,33
170,250,63,0.95,8,0,250,0.389866667,6.814329317,187,63,0,187
170,250,63,0.95,8,1,250,0.389866667,6.814329317,89,55,106,73
170,250,63,0.95,8,2,250,0.389866667,6.814329317,76,20,154,60
170,250,63,0.95,8,3,250,0.389866667,6.814329317,76,7,167,59
170,250,63,0.95,8,4,250,0.389866667,6.814329317,75,5,170,57
170,250,63,0.95,8,5,250,0.389866667,6.814329317,75,4,171,57
170,250,63,0.95,8,6,250,0.389866667,6.814329317,74,5,171,56
170,250,63,0.95,8,7,250,0.389866667,6.814329317,75,2,173,56
170,250,63,0.95,8,8,250,0.389866667,6.814329317,75,2,173,56
170,250,63,0.95,8,9,250,0.389866667,6.814329317,75,2,173,56
170,250,63,0.95,8,10,250,0.389866667,6.814329317,75,1,174,56
170,250,63,0.95,8,11,250,0.389866667,6.814329317,75,1,174,56
170,250,63,0.95,8,12,250,0.389866667,6.814329317,75,1,174,56
170,250,63,0.95,8,13,250,0.389866667,6.814329317,76,0,174,56
168,250,63,0.95,8,0,250,0.341499331,6.01297992,187,63,0,187
168,250,63,0.95,8,1,250,0.341499331,6.01297992,64,64,122,54
168,250,63,0.95,8,2,250,0.341499331,6.01297992,49,23,178,41
168,250,63,0.95,8,3,250,0.341499331,6.01297992,51,13,186,40
168,250,63,0.95,8,4,250,0.341499331,6.01297992,48,7,195,37
168,250,63,0.95,8,5,250,0.341499331,6.01297992,48,3,199,37
168,250,63,0.95,8,6,250,0.341499331,6.01297992,49,1,200,37
168,250,63,0.95,8,7,250,0.341499331,6.01297992,49,0,201,37
169,250,63,0.95,8,0,250,0.372438095,6.394666667,187,63,0,187
169,250,63,0.95,8,1,250,0.372438095,6.394666667,61,66,123,43
169,250,63,0.95,8,2,250,0.372438095,6.394666667,49,41,160,30
169,250,63,0.95,8,3,250,0.372438095,6.394666667,47,18,185,27
169,250,63,0.95,8,4,250,0.372438095,6.394666667,47,8,195,27
169,250,63,0.95,8,5,250,0.372438095,6.394666667,47,4,199,27
169,250,63,0.95,8,6,250,0.372438095,6.394666667,47,3,200,26
169,250,63,0.95,8,7,250,0.372438095,6.394666667,47,2,201,26
169,250,63,0.95,8,8,250,0.372438095,6.394666667,47,1,202,26
169,250,63,0.95,8,9,250,0.372438095,6.394666667,47,0,203,26
171,250,63,0.95,8,0,250,0.397980952,6.547405622,187,63,0,187
171,250,63,0.95,8,1,250,0.397980952,6.547405622,61,70,119,44
171,250,63,0.95,8,2,250,0.397980952,6.547405622,51,23,176,35
171,250,63,0.95,8,3,250,0.397980952,6.547405622,50,10,190,35
171,250,63,0.95,8,4,250,0.397980952,6.547405622,51,1,198,35
171,250,63,0.95,8,5,250,0.397980952,6.547405622,52,0,198,35
172,250,63,0.95,8,0,250,0.381333333,6.601381526,187,63,0,187
172,250,63,0.95,8,1,250,0.381333333,6.601381526,77,53,120,61
172,250,63,0.95,8,2,250,0.381333333,6.601381526,63,23,164,47
172,250,63,0.95,8,3,250,0.381333333,6.601381526,55,14,181,39
172,250,63,0.95,8,4,250,0.381333333,6.601381526,51,8,191,35
172,250,63,0.95,8,5,250,0.381333333,6.601381526,48,5,197,32
172,250,63,0.95,8,6,250,0.381333333,6.601381526,48,3,199,32
172,250,63,0.95,8,7,250,0.381333333,6.601381526,48,0,202,32
174,250,63,0.95,8,0,250,0.324971429,6.018891566,187,63,0,187
174,250,63,0.95,8,1,250,0.324971429,6.018891566,58,51,141,41
174,250,63,0.95,8,2,250,0.324971429,6.018891566,43,24,183,30
174,250,63,0.95,8,3,250,0.324971429,6.018891566,43,5,202,29
174,250,63,0.95,8,4,250,0.324971429,6.018891566,42,4,204,28
174,250,63,0.95,8,5,250,0.324971429,6.018891566,42,4,204,28
174,250,63,0.95,8,6,250,0.324971429,6.018891566,42,3,205,28
174,250,63,0.95,8,7,250,0.324971429,6.018891566,43,0,207,28
175,250,63,0.95,8,0,250,0.3884,6.757879518,187,63,0,187
175,250,63,0.95,8,1,250,0.3884,6.757879518,88,42,120,69
175,250,63,0.95,8,2,250,0.3884,6.757879518,59,31,160,48
175,250,63,0.95,8,3,250,0.3884,6.757879518,61,12,177,46
175,250,63,0.95,8,4,250,0.3884,6.757879518,61,8,181,46
175,250,63,0.95,8,5,250,0.3884,6.757879518,58,5,187,43
175,250,63,0.95,8,6,250,0.3884,6.757879518,58,2,190,43
175,250,63,0.95,8,7,250,0.3884,6.757879518,59,1,190,43
175,250,63,0.95,8,8,250,0.3884,6.757879518,59,1,190,43
175,250,63,0.95,8,9,250,0.3884,6.757879518,59,0,191,43
173,250,63,0.95,8,0,250,0.3976,7.417124498,187,63,0,187
173,250,63,0.95,8,1,250,0.3976,7.417124498,83,55,112,64
173,250,63,0.95,8,2,250,0.3976,7.417124498,63,27,160,48
173,250,63,0.95,8,3,250,0.3976,7.417124498,63,15,172,47
173,250,63,0.95,8,4,250,0.3976,7.417124498,61,9,180,45
173,250,63,0.95,8,5,250,0.3976,7.417124498,62,5,183,45
173,250,63,0.95,8,6,250,0.3976,7.417124498,62,0,188,45
176,250,63,0.95,8,0,250,0.372266667,6.544771084,187,63,0,187
176,250,63,0.95,8,1,250,0.372266667,6.544771084,82,48,120,64
176,250,63,0.95,8,2,250,0.372266667,6.544771084,66,13,171,48
176,250,63,0.95,8,3,250,0.372266667,6.544771084,62,3,185,46
176,250,63,0.95,8,4,250,0.372266667,6.544771084,62,2,186,46
176,250,63,0.95,8,5,250,0.372266667,6.544771084,62,1,187,46
176,250,63,0.95,8,6,250,0.372266667,6.544771084,62,0,188,46
177,250,63,0.95,8,0,250,0.337714286,5.934040161,187,63,0,187
177,250,63,0.95,8,1,250,0.337714286,5.934040161,57,61,132,50
177,250,63,0.95,8,2,250,0.337714286,5.934040161,43,24,183,36
177,250,63,0.95,8,3,250,0.337714286,5.934040161,46,5,199,36
177,250,63,0.95,8,4,250,0.337714286,5.934040161,45,3,202,36
177,250,63,0.95,8,5,250,0.337714286,5.934040161,45,3,202,36
177,250,63,0.95,8,6,250,0.337714286,5.934040161,45,1,204,36
177,250,63,0.95,8,7,250,0.337714286,5.934040161,45,1,204,36
177,250,63,0.95,8,8,250,0.337714286,5.934040161,45,1,204,36
177,250,63,0.95,8,9,250,0.337714286,5.934040161,45,1,204,36
177,250,63,0.95,8,10,250,0.337714286,5.934040161,45,0,205,36
179,250,63,0.95,8,0,250,0.386933333,7.013654618,187,63,0,187
179,250,63,0.95,8,1,250,0.386933333,7.013654618,66,54,130,53
179,250,63,0.95,8,2,250,0.386933333,7.013654618,58,21,171,37
179,250,63,0.95,8,3,250,0.386933333,7.013654618,57,7,186,33
179,250,63,0.95,8,4,250,0.386933333,7.013654618,55,6,189,33
179,250,63,0.95,8,5,250,0.386933333,7.013654618,55,3,192,33
179,250,63,0.95,8,6,250,0.386933333,7.013654618,55,2,193,33
179,250,63,0.95,8,7,250,0.386933333,7.013654618,55,0,195,33
178,250,63,0.95,8,0,250,0.375866667,6.653012048,187,63,0,187
178,250,63,0.95,8,1,250,0.375866667,6.653012048,68,69,113,45
178,250,63,0.95,8,2,250,0.375866667,6.653012048,51,32,167,33
178,250,63,0.95,8,3,250,0.375866667,6.653012048,48,15,187,29
178,250,63,0.95,8,4,250,0.375866667,6.653012048,44,6,200,24
178,250,63,0.95,8,5,250,0.375866667,6.653012048,45,2,203,24
178,250,63,0.95,8,6,250,0.375866667,6.653012048,45,1,204,24
178,250,63,0.95,8,7,250,0.375866667,6.653012048,45,0,205,24
180,250,63,0.95,8,0,250,0.3592,6.437140562,187,63,0,187
180,250,63,0.95,8,1,250,0.3592,6.437140562,61,52,137,48
180,250,63,0.95,8,2,250,0.3592,6.437140562,46,21,183,34
180,250,63,0.95,8,3,250,0.3592,6.437140562,46,12,192,31
180,250,63,0.95,8,4,250,0.3592,6.437140562,45,7,198,31
180,250,63,0.95,8,5,250,0.3592,6.437140562,47,2,201,31
180,250,63,0.95,8,6,250,0.3592,6.437140562,47,2,201,31
180,250,63,0.95,8,7,250,0.3592,6.437140562,47,2,201,31
180,250,63,0.95,8,8,250,0.3592,6.437140562,47,1,202,31
180,250,63,0.95,8,9,250,0.3592,6.437140562,47,0,203,31
181,250,63,0.95,8,0,250,0.368571429,6.466955823,187,63,0,187
181,250,63,0.95,8,1,250,0.368571429,6.466955823,99,38,113,78
181,250,63,0.95,8,2,250,0.368571429,6.466955823,83,19,148,61
181,250,63,0.95,8,3,250,0.368571429,6.466955823,84,7,159,60
181,250,63,0.95,8,4,250,0.368571429,6.466955823,82,4,164,58
181,250,63,0.95,8,5,250,0.368571429,6.466955823,81,4,165,56
181,250,63,0.95,8,6,250,0.368571429,6.466955823,82,0,168,56
183,250,63,0.95,8,0,250,0.357714286,6.24584739,187,63,0,187
183,250,63,0.95,8,1,250,0.357714286,6.24584739,97,39,114,83
183,250,63,0.95,8,2,250,0.357714286,6.24584739,62,28,160,49
183,250,63,0.95,8,3,250,0.357714286,6.24584739,60,16,174,49
183,250,63,0.95,8,4,250,0.357714286,6.24584739,60,7,183,47
183,250,63,0.95,8,5,250,0.357714286,6.24584739,59,2,189,47
183,250,63,0.95,8,6,250,0.357714286,6.24584739,59,2,189,47
183,250,63,0.95,8,7,250,0.357714286,6.24584739,59,2,189,47
183,250,63,0.95,8,8,250,0.357714286,6.24584739,57,2,191,47
183,250,63,0.95,8,9,250,0.357714286,6.24584739,57,2,191,47
183,250,63,0.95,8,10,250,0.357714286,6.24584739,57,1,192,47
183,250,63,0.95,8,11,250,0.357714286,6.24584739,57,1,192,47
183,250,63,0.95,8,12,250,0.357714286,6.24584739,57,1,192,47
183,250,63,0.95,8,13,250,0.357714286,6.24584739,57,0,193,47
182,250,63,0.95,8,0,250,0.389333333,6.890827309,187,63,0,187
182,250,63,0.95,8,1,250,0.389333333,6.890827309,92,48,110,73
182,250,63,0.95,8,2,250,0.389333333,6.890827309,78,19,153,61
182,250,63,0.95,8,3,250,0.389333333,6.890827309,73,12,165,55
182,250,63,0.95,8,4,250,0.389333333,6.890827309,70,8,172,53
182,250,63,0.95,8,5,250,0.389333333,6.890827309,72,5,173,53
182,250,63,0.95,8,6,250,0.389333333,6.890827309,71,2,177,52
182,250,63,0.95,8,7,250,0.389333333,6.890827309,71,1,178,52
182,250,63,0.95,8,8,250,0.389333333,6.890827309,71,1,178,52
182,250,63,0.95,8,9,250,0.389333333,6.890827309,71,0,179,52
184,250,63,0.95,8,0,250,0.33815261,6.130216867,187,63,0,187
184,250,63,0.95,8,1,250,0.33815261,6.130216867,69,71,110,50
184,250,63,0.95,8,2,250,0.33815261,6.130216867,53,33,164,39
184,250,63,0.95,8,3,250,0.33815261,6.130216867,49,15,186,35
184,250,63,0.95,8,4,250,0.33815261,6.130216867,48,10,192,33
184,250,63,0.95,8,5,250,0.33815261,6.130216867,47,6,197,32
184,250,63,0.95,8,6,250,0.33815261,6.130216867,46,6,198,30
184,250,63,0.95,8,7,250,0.33815261,6.130216867,47,2,201,30
184,250,63,0.95,8,8,250,0.33815261,6.130216867,47,1,202,30
184,250,63,0.95,8,9,250,0.33815261,6.130216867,47,1,202,30
184,250,63,0.95,8,10,250,0.33815261,6.130216867,47,0,203,30
185,250,63,0.95,8,0,250,0.381866667,6.63848996,187,63,0,187
185,250,63,0.95,8,1,250,0.381866667,6.63848996,68,48,134,52
185,250,63,0.95,8,2,250,0.381866667,6.63848996,63,15,172,46
185,250,63,0.95,8,3,250,0.381866667,6.63848996,63,5,182,45
185,250,63,0.95,8,4,250,0.381866667,6.63848996,62,1,187,44
185,250,63,0.95,8,5,250,0.381866667,6.63848996,62,0,188,44
187,250,63,0.95,8,0,250,0.4112,7.066763052,187,63,0,187
187,250,63,0.95,8,1,250,0.4112,7.066763052,91,57,102,66
187,250,63,0.95,8,2,250,0.4112,7.066763052,64,22,164,39
187,250,63,0.95,8,3,250,0.4112,7.066763052,62,10,178,37
187,250,63,0.95,8,4,250,0.4112,7.066763052,62,5,183,36
187,250,63,0.95,8,5,250,0.4112,7.066763052,62,2,186,36
187,250,63,0.95,8,6,250,0.4112,7.066763052,62,2,186,36
187,250,63,0.95,8,7,250,0.4112,7.066763052,62,1,187,36
187,250,63,0.95,8,8,250,0.4112,7.066763052,60,3,187,35
187,250,63,0.95,8,9,250,0.4112,7.066763052,60,1,189,35
187,250,63,0.95,8,10,250,0.4112,7.066763052,60,1,189,35
187,250,63,0.95,8,11,250,0.4112,7.066763052,59,0,191,35
188,250,63,0.95,8,0,250,0.342133333,6.031389558,187,63,0,187
188,250,63,0.95,8,1,250,0.342133333,6.031389558,82,56,112,63
188,250,63,0.95,8,2,250,0.342133333,6.031389558,62,33,155,41
188,250,63,0.95,8,3,250,0.342133333,6.031389558,59,20,171,39
188,250,63,0.95,8,4,250,0.342133333,6.031389558,60,7,183,39
188,250,63,0.95,8,5,250,0.342133333,6.031389558,57,6,187,37
